run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin,thioacetazone
ERR036186,,,PRJEB2358,SAMEA897802,,,,,,S,,,S,,,,,,,S,S,S,
ERR036187,,,PRJEB2358,SAMEA897777,,,,,,S,,,S,,,,,,,,S,S,
ERR036188,,,PRJEB2358,SAMEA897778,,,,,,R,,,R,,,,,,,R,S,R,
ERR036189,,,PRJEB2358,SAMEA897779,,,,,,S,,,S,,,,,,,,S,S,
ERR036190,,,PRJEB2358,SAMEA897805,,,,,,S,,,S,,,,,,,,S,S,
ERR036193,,,PRJEB2358,SAMEA897800,,,,,,S,,,S,,,,,,,S,S,S,
ERR036195,,,PRJEB2358,SAMEA897774,,,,,,S,,,S,,,,,,,,S,R,
ERR036196,,,PRJEB2358,SAMEA897775,,,,,,S,,,S,,,,,,,,S,S,
ERR036197,,,PRJEB2358,SAMEA897776,,,,,,S,,,S,,,,,,,,S,S,
ERR036199,,,PRJEB2358,SAMEA897780,,,,,,S,,,S,,,,,,,,S,S,
ERR036201,,,PRJEB2358,SAMEA897758,,,,,,S,,,S,,,,,,,S,S,S,
ERR036202,,,PRJEB2358,SAMEA897769,,,,,,S,,,S,,,,,,,S,S,S,
ERR036203,,,PRJEB2358,SAMEA897771,,,,,,S,,,R,,,,,,,,S,S,
ERR036204,,,PRJEB2358,SAMEA897772,,,,,,S,,,S,,,,,,,,S,S,
ERR036205,,,PRJEB2358,SAMEA897765,,,,,,S,,,S,,,,,,,,S,S,
ERR036206,,,PRJEB2358,SAMEA897826,,,,,,S,,,S,,,,,,,,S,S,
ERR036210,,,PRJEB2358,SAMEA897760,,,,,,S,,,S,,,,,,,,S,S,
ERR036212,,,PRJEB2358,SAMEA897768,,,,,,S,,,S,,,,,,,S,S,S,
ERR036214,,,PRJEB2358,SAMEA897864,,,,,,S,,,S,,,,,,,S,S,S,
ERR036217,,,PRJEB2358,SAMEA897848,,,,,,S,,,S,,,,,,,S,S,S,
ERR036218,,,PRJEB2358,SAMEA897845,,,,,,S,,,S,,,,,,,S,S,S,
ERR036219,,,PRJEB2358,SAMEA897846,,,,,,S,,,S,,,,,,,S,S,S,
ERR036220,,,PRJEB2358,SAMEA897898,,,,,,S,,,S,,,,,,,S,S,S,
ERR036221,,,PRJEB2358,SAMEA897811,,,,,,S,,,S,,,,,,,S,S,S,
ERR036222,,,PRJEB2358,SAMEA897849,,,,,,S,,,S,,,,,,,S,S,S,
ERR036223,,,PRJEB2358,SAMEA897850,,,,,,S,,,S,,,,,,,S,S,S,
ERR036227,,,PRJEB2358,SAMEA897861,,,,,,S,,,S,,,,,,,S,S,S,
ERR036228,,,PRJEB2358,SAMEA897862,,,,,,S,,,S,,,,,,,S,S,S,
ERR036229,,,PRJEB2358,SAMEA897891,,,,,,S,,,S,,,,,,,S,S,S,
ERR036230,,,PRJEB2358,SAMEA897875,,,,,,S,,,S,,,,,,,S,S,S,
ERR036231,,,PRJEB2358,SAMEA897878,,,,,,S,,,S,,,,,,,S,S,S,
ERR036232,,,PRJEB2358,SAMEA897877,,,,,,S,,,S,,,,,,,S,S,S,
ERR036235,,,PRJEB2358,SAMEA897906,,,,,,S,,,S,,,,,,,S,S,S,
ERR036238,,,PRJEB2358,SAMEA897889,,,,,,S,,,S,,,,,,,S,S,S,
ERR036239,,,PRJEB2358,SAMEA897829,,,,,,S,,,S,,,,,,,S,S,S,
ERR036241,,,PRJEB2358,SAMEA897844,,,,,,S,,,S,,,,,,,S,S,S,
ERR036243,,,PRJEB2358,SAMEA897857,,,,,,S,,,S,,,,,,,S,S,S,
ERR036244,,,PRJEB2358,SAMEA897858,,,,,,S,,,S,,,,,,,S,S,S,
ERR036246,,,PRJEB2358,SAMEA897853,,,,,,S,,,S,,,,,,,S,S,S,
ERR036247,,,PRJEB2358,SAMEA897854,,,,,,S,,,S,,,,,,,S,S,S,
ERR036248,,,PRJEB2358,SAMEA897831,,,,,,S,,,S,,,,,,,S,S,S,
ERR036249,,,PRJEB2358,SAMEA897839,,,,,,S,,,R,,,,,,,S,S,R,
ERR037467,,,PRJEB2358,SAMEA897833,,,,,,,,,S,,,,,,,,S,,
ERR037470,,,PRJEB2358,SAMEA897892,,,,,,S,,,S,,,,,,,S,S,S,
ERR037471,,,PRJEB2358,SAMEA897888,,,,,,,,,S,,,,,,,,S,,
ERR037472,,,PRJEB2358,SAMEA897887,,,,,,S,,,S,,,,,,,S,S,S,
ERR037473,,,PRJEB2358,SAMEA897886,,,,,,S,,,S,,,,,,,S,S,S,
ERR037474,,,PRJEB2358,SAMEA897885,,,,,,S,,,S,,,,,,,S,S,S,
ERR037475,,,PRJEB2358,SAMEA897884,,,,,,S,,,R,,,,,,,S,S,S,
ERR037477,,,PRJEB2358,SAMEA897882,,,,,,,,,S,,,,,,,S,S,S,
ERR037478,,,PRJEB2358,SAMEA897881,,,,,,S,,,S,,,,,,,S,S,S,
ERR037479,,,PRJEB2358,SAMEA897893,,,,,,S,,,S,,,,,,,S,S,S,
ERR037481,,,PRJEB2358,SAMEA897828,,,,,,S,,,S,,,,,,,S,S,S,
ERR037482,,,PRJEB2358,SAMEA897894,,,,,,S,,,S,,,,,,,S,S,R,
ERR037484,,,PRJEB2358,SAMEA897896,,,,,,S,,,S,,,,,,,S,S,S,
ERR037486,,,PRJEB2358,SAMEA897793,,,,,,S,,,R,,,,,,,R,R,R,
ERR037487,,,PRJEB2358,SAMEA897899,,,,,,S,,,S,,,,,,,S,S,S,
ERR037488,,,PRJEB2358,SAMEA897900,,,,,,S,,,S,,,,,,,S,S,S,
ERR037489,,,PRJEB2358,SAMEA897901,,,,,,S,,,S,,,,,,,S,S,S,
ERR037490,,,PRJEB2358,SAMEA897840,,,,,,S,,,S,,,,,,,S,S,S,
ERR037491,,,PRJEB2358,SAMEA897795,,,,,,S,,,R,,,,,,,S,S,S,
ERR037492,,,PRJEB2358,SAMEA897791,,,,,,S,,,S,,,,,,,S,S,S,
ERR037494,,,PRJEB2358,SAMEA897842,,,,,,S,,,S,,,,,,,S,S,S,
ERR037495,,,PRJEB2358,SAMEA897841,,,,,,S,,,S,,,,,,,S,S,S,
ERR037496,,,PRJEB2358,SAMEA897834,,,,,,S,,,S,,,,,,,S,S,S,
ERR037497,,,PRJEB2358,SAMEA897843,,,,,,S,,,S,,,,,,,S,S,S,
ERR037499,,,PRJEB2358,SAMEA897835,,,,,,S,,,S,,,,,,,S,S,S,
ERR037502,,,PRJEB2358,SAMEA897872,,,,,,S,,,S,,,,,,,S,S,S,
ERR037503,,,PRJEB2358,SAMEA897803,,,,,,S,,,S,,,,,,,S,S,S,
ERR037505,,,PRJEB2358,SAMEA897863,,,,,,S,,,S,,,,,,,S,S,S,
ERR037509,,,PRJEB2358,SAMEA897852,,,,,,S,,,S,,,,,,,S,S,S,
ERR037510,,,PRJEB2358,SAMEA897810,,,,,,S,,,S,,,,,,,S,S,S,
ERR037511,,,PRJEB2358,SAMEA897876,,,,,,S,,,S,,,,,,,S,S,S,
ERR037512,,,PRJEB2358,SAMEA897865,,,,,,S,,,S,,,,,,,S,S,S,
ERR037514,,,PRJEB2358,SAMEA897825,,,,,,,,,S,,,,,,,,S,,
ERR037515,,,PRJEB2358,SAMEA897809,,,,,,S,,,S,,,,,,,S,S,S,
ERR037517,,,PRJEB2358,SAMEA897807,,,,,,S,,,S,,,,,,,S,S,S,
ERR037518,,,PRJEB2358,SAMEA897806,,,,,,S,,,R,,,,,,,S,S,R,
ERR037519,,,PRJEB2358,SAMEA897799,,,,,,S,,,S,,,,,,,S,S,S,
ERR037520,,,PRJEB2358,SAMEA897798,,,,,,S,,,S,,,,,,,S,S,S,
ERR037521,,,PRJEB2358,SAMEA897822,,,,,,S,,,S,,,,,,,S,S,S,
ERR037523,,,PRJEB2358,SAMEA897818,,,,,,,,,S,,,,,,,,S,,
ERR037525,,,PRJEB2358,SAMEA897813,,,,,,,,,S,,,,,,,,S,,
ERR037526,,,PRJEB2358,SAMEA897819,,,,,,,,,S,,,,,,,,S,,
ERR037528,,,PRJEB2358,SAMEA897821,,,,,,,,,S,,,,,,,,S,,
ERR037531,,,PRJEB2358,SAMEA897904,,,,,,,,,S,,,,,,,,S,,
ERR037532,,,PRJEB2358,SAMEA897890,,,,,,,,,S,,,,,,,,S,,
ERR037533,,,PRJEB2358,SAMEA897827,,,,,,,,,S,,,,,,,,S,,
ERR037534,,,PRJEB2358,SAMEA897812,,,,,,,,,S,,,,,,,,S,,
ERR037536,,,PRJEB2358,SAMEA897784,,,,,,,,,S,,,,,,,S,S,,
ERR037538,,,PRJEB2358,SAMEA897814,,,,,,,,,S,,,,,,,,S,,
ERR037539,,,PRJEB2358,SAMEA897767,,,,,,,,,S,,,,,,,,S,,
ERR037540,,,PRJEB2358,SAMEA897766,,,,,,,,,S,,,,,,,,S,,
ERR037541,,,PRJEB2358,SAMEA897787,,,,,,,,,S,,,,,,,,S,,
ERR037542,,,PRJEB2358,SAMEA897788,,,,,,,,,S,,,,,,,,S,,
ERR037543,,,PRJEB2358,SAMEA897785,,,,,,,,,S,,,,,,,,S,,
ERR037544,,,PRJEB2358,SAMEA897786,,,,,,,,,S,,,,,,,,S,,
ERR037545,,,PRJEB2358,SAMEA897781,,,,,,,,,S,,,,,,,,S,,
ERR037546,,,PRJEB2358,SAMEA897866,,,,,,,,,S,,,,,,,,S,,
ERR037547,,,PRJEB2358,SAMEA897855,,,,,,,,,S,,,,,,,,S,,
ERR037549,,,PRJEB2358,SAMEA897789,,,,,,,,,S,,,,,,,,S,,
ERR037550,,,PRJEB2358,SAMEA897790,,,,,,,,,S,,,,,,,,S,,
ERR037551,,,PRJEB2358,SAMEA897871,,,,,,,,,S,,,,,,,,S,,
ERR037553,,,PRJEB2358,SAMEA897869,,,,,,,,,S,,,,,,,,S,,
ERR037554,,,PRJEB2358,SAMEA897868,,,,,,,,,S,,,,,,,,S,,
ERR037555,,,PRJEB2358,SAMEA897867,,,,,,,,,S,,,,,,,,S,,
ERR038736,,,PRJEB2424,SAMEA787739,S,,,,,,S,,,S,,,,S,,S,,S,
ERR038737,,,PRJEB2424,SAMEA787740,S,,,,,S,S,,S,S,,,,S,,S,S,S,
ERR038739,,,PRJEB2424,SAMEA787754,,,,,,R,,,R,,,,,S,,R,R,R,
ERR038740,,,PRJEB2424,SAMEA787708,,,,,,R,,,R,,,,,S,,R,R,S,
ERR038741,,,PRJEB2424,SAMEA787707,S,,,,,R,S,,R,S,,,,R,,R,R,S,
ERR038742,,,PRJEB2424,SAMEA787704,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR038743,,,PRJEB2424,SAMEA787703,S,,,,,R,S,,R,S,,,,S,,S,R,S,
ERR038745,,,PRJEB2424,SAMEA787756,S,,,,,R,S,,R,S,,,,S,,R,R,S,
ERR038746,,,PRJEB2424,SAMEA787752,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR038747,,,PRJEB2424,SAMEA787724,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR038748,,,PRJEB2424,SAMEA787715,S,,,,,R,S,,R,S,,,,S,,R,R,S,
ERR038749,,,PRJEB2424,SAMEA787714,,,,,,R,,,R,,,,,S,,R,R,R,
ERR038750,,,PRJEB2424,SAMEA787729,,,,,,R,,,R,,,,,S,,S,R,R,
ERR038751,,,PRJEB2424,SAMEA787730,,,,,,S,,,R,,,,,S,,S,S,R,
ERR038752,,,PRJEB2424,SAMEA787727,S,,,,,S,S,,R,S,,,,S,,S,R,R,
ERR038753,,,PRJEB2424,SAMEA787728,S,,,,,R,S,,R,S,,,,S,,S,R,S,
ERR038754,,,PRJEB2424,SAMEA787725,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR038755,,,PRJEB2424,SAMEA787726,,,,,,S,,,R,,,,,S,,S,R,R,
ERR040112,,,PRJEB2424,SAMEA787711,S,,,,,S,S,,S,S,,,,,,S,S,S,
ERR040114,,,PRJEB2424,SAMEA787709,,,,,,S,,,S,,,,,,,S,S,S,
ERR040115,,,PRJEB2424,SAMEA787706,S,,,,,R,S,,R,S,,,,,,R,R,R,
ERR040118,,,PRJEB2424,SAMEA787744,,,,,,S,,,S,,,,,,,S,S,S,
ERR040119,,,PRJEB2424,SAMEA787750,S,,,,,R,S,,R,S,,,,S,,S,R,S,
ERR040120,,,PRJEB2424,SAMEA787742,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR040123,,,PRJEB2424,SAMEA787745,,,,,,R,,,R,,,,,S,,R,R,S,
ERR040124,,,PRJEB2424,SAMEA787746,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR040125,,,PRJEB2424,SAMEA787735,S,,,,,R,S,,R,S,,,,S,,R,R,S,
ERR040126,,,PRJEB2424,SAMEA787736,S,,,,,R,S,,R,S,,,,S,,S,R,S,
ERR040127,,,PRJEB2424,SAMEA787717,S,,,,,S,R,,R,S,,,,S,,S,S,R,
ERR040128,,,PRJEB2424,SAMEA787716,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR040129,,,PRJEB2424,SAMEA787719,,,,,,R,,,R,,,,,S,,S,S,S,
ERR040130,,,PRJEB2424,SAMEA787718,,,,,,R,,,R,,,,,S,,R,R,R,
ERR040131,,,PRJEB2424,SAMEA787721,S,,,,,R,S,,R,S,,,,S,,S,R,S,
ERR040132,,,PRJEB2424,SAMEA787720,S,,,,,S,S,,R,S,,,,S,,S,R,S,
ERR040134,,,PRJEB2424,SAMEA787722,S,,,,,S,S,,R,S,,,,S,,S,R,R,
ERR040135,,,PRJEB2424,SAMEA787713,S,,,,,R,S,,R,S,,,,S,,S,R,R,
ERR040136,,,PRJEB2424,SAMEA787712,S,,,,,R,S,,R,S,,,,S,,S,R,S,
ERR040137,,,PRJEB2424,SAMEA787733,S,,,,,R,S,,R,S,,,,S,,R,R,R,
ERR040138,,,PRJEB2424,SAMEA787734,S,,,,,S,S,,R,S,,,,S,,S,R,R,
ERR040140,,,PRJEB2424,SAMEA787731,S,,,,,R,S,,R,S,,,,R,,R,R,R,
ERR040141,,,PRJEB2424,SAMEA787737,,,,,,R,,,R,,,,,S,,S,R,R,
ERR040142,,,PRJEB2424,SAMEA787738,,,,,,R,,,R,,,,,S,,S,R,S,
ERR1034716,,,PRJEB10385,SAMEA3558249,,,,,,,,,R,,,,,,,S,R,,
ERR1034721,,,PRJEB10385,SAMEA3558254,,,,,,,,,S,,,,,,,R,S,,
ERR1034723,,,PRJEB10385,SAMEA3558256,S,S,,,,S,,,R,,,,,,,R,S,S,
ERR1034725,,,PRJEB10385,SAMEA3558258,S,S,,,,R,,,R,,,,,,,R,R,S,
ERR1034726,,,PRJEB10385,SAMEA3558259,S,S,,,,R,,,R,,,,,,,,S,S,
ERR1034727,,,PRJEB10385,SAMEA3558260,S,S,,,,S,,,S,,,,,,,,S,S,
ERR1034729,,,PRJEB10385,SAMEA3558262,S,S,,,,S,,,R,,,,,,,,S,R,
ERR1034730,,,PRJEB10385,SAMEA3558263,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034731,,,PRJEB10385,SAMEA3558264,S,S,,,,S,,,R,,,,,,,,S,R,
ERR1034732,,,PRJEB10385,SAMEA3558265,S,S,,,,S,,,S,,,,,,,,S,S,
ERR1034734,,,PRJEB10385,SAMEA3558267,S,S,,,,R,,,R,,,,,,,R,R,S,
ERR1034735,,,PRJEB10385,SAMEA3558268,S,S,,,,R,,,R,,,,,,,,R,R,
ERR1034736,,,PRJEB10385,SAMEA3558269,S,S,,,,R,,,S,,,,,,,,S,S,
ERR1034737,,,PRJEB10385,SAMEA3558270,S,S,,,,R,,,R,,,,,,,R,R,S,
ERR1034738,,,PRJEB10385,SAMEA3558271,S,S,,,,R,,,R,,,,,,,,R,R,
ERR1034739,,,PRJEB10385,SAMEA3558272,S,S,,,,R,,,R,,,,,,,,S,S,
ERR1034740,,,PRJEB10385,SAMEA3558273,S,S,,,,R,,,S,,,,,,,,R,S,
ERR1034742,,,PRJEB10385,SAMEA3558275,S,S,,,,S,,,S,,,,,,,,S,S,
ERR1034743,,,PRJEB10385,SAMEA3558276,S,S,,,,S,,,S,,,,,,,,S,S,
ERR1034744,,,PRJEB10385,SAMEA3558277,S,S,,,,R,,,S,,,,,,,,S,S,
ERR1034745,,,PRJEB10385,SAMEA3558278,S,S,,,,S,,,S,,,,,,,,S,S,
ERR1034746,,,PRJEB10385,SAMEA3558279,S,S,,,,S,,,S,,,,,,,,S,R,
ERR1034747,,,PRJEB10385,SAMEA3558280,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034748,,,PRJEB10385,SAMEA3558281,S,S,,,,R,,,R,,,,,,,R,S,S,
ERR1034749,,,PRJEB10385,SAMEA3558282,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034750,,,PRJEB10385,SAMEA3558283,S,S,,,,S,,,R,,,,,,,R,R,S,
ERR1034752,,,PRJEB10385,SAMEA3558285,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034753,,,PRJEB10385,SAMEA3558286,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034754,,,PRJEB10385,SAMEA3558287,S,S,,,,S,,,R,,,,,,,R,R,R,
ERR1034756,,,PRJEB10385,SAMEA3558289,S,S,,,,R,,,R,,,,,,,,S,S,
ERR1034758,,,PRJEB10385,SAMEA3558291,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034759,,,PRJEB10385,SAMEA3558292,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034760,,,PRJEB10385,SAMEA3558293,S,S,,,,S,,,,,,,,,,,S,S,
ERR1034762,,,PRJEB10385,SAMEA3558295,S,S,,,,S,,,S,,,,,,,S,S,S,
ERR1034764,,,PRJEB10385,SAMEA3558297,S,S,,,,R,,,R,,,,,,,R,R,R,
ERR1034766,,,PRJEB10385,SAMEA3558299,,,,,,,,,S,,,,,,,,S,,
ERR1034767,,,PRJEB10385,SAMEA3558300,,,,,,,,,S,,,,,,,,S,,
ERR1034768,,,PRJEB10385,SAMEA3558301,,,,,,,,,S,,,,,,,,S,,
ERR1034769,,,PRJEB10385,SAMEA3558302,,,,,,,,,S,,,,,,,,S,,
ERR1034770,,,PRJEB10385,SAMEA3558303,,,,,,,,,S,,,,,,,,S,,
ERR1034771,,,PRJEB10385,SAMEA3558304,,,,,,,,,S,,,,,,,,S,,
ERR1034772,,,PRJEB10385,SAMEA3558305,,,,,,,,,S,,,,,,,,S,,
ERR1034773,,,PRJEB10385,SAMEA3558306,,,,,,,,,S,,,,,,,,S,,
ERR1034774,,,PRJEB10385,SAMEA3558307,,,,,,,,,R,,,,,,,,S,,
ERR1034777,,,PRJEB10385,SAMEA3558310,,,,,,,,,S,,,,,,,,S,,
ERR1034778,,,PRJEB10385,SAMEA3558311,,,,,,,,,S,,,,,,,,S,,
ERR1034779,,,PRJEB10385,SAMEA3558312,,,,,,,,,S,,,,,,,,S,,
ERR1034782,,,PRJEB10385,SAMEA3558315,,,,,,,,,S,,,,,,,,S,,
ERR1034783,,,PRJEB10385,SAMEA3558316,S,R,,,,S,S,,R,R,,,,,S,R,R,S,
ERR1034784,,,PRJEB10385,SAMEA3558317,R,S,,,,R,S,,R,R,,,,,S,R,R,R,
ERR1034785,,,PRJEB10385,SAMEA3558318,R,S,,,,R,R,,R,R,,,,,S,R,R,R,
ERR1034786,,,PRJEB10385,SAMEA3558319,S,R,,,,S,S,,R,S,,,,,S,R,R,R,
ERR1034787,,,PRJEB10385,SAMEA3558320,S,R,,,,S,R,,R,R,,,,,S,R,R,R,
ERR1034788,,,PRJEB10385,SAMEA3558321,S,S,,,,S,S,,R,S,,,,,R,R,R,R,
ERR1034790,,,PRJEB10385,SAMEA3558323,S,,,,,S,,,R,,,,,,,,S,S,
ERR1034792,,,PRJEB10385,SAMEA3558325,S,S,,,,R,,,S,,,,,,,S,S,R,
ERR1034794,,,PRJEB10385,SAMEA3558327,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034796,,,PRJEB10385,SAMEA3558329,S,S,,,,R,,,S,,,,,,,,R,S,
ERR1034797,,,PRJEB10385,SAMEA3558330,S,S,,,,S,,,S,,,,,,,,R,S,
ERR1034798,,,PRJEB10385,SAMEA3558331,S,S,,,,R,,,R,,,,,,,R,R,S,
ERR1034799,,,PRJEB10385,SAMEA3558332,S,S,,,,S,,,R,,,,,,,,S,S,
ERR1034800,,,PRJEB10385,SAMEA3558333,,,,,,,,,S,,,,,,,S,S,,
ERR1034801,,,PRJEB10385,SAMEA3558334,,,,,,,,,S,,,,,,,S,S,,
ERR1034802,,,PRJEB10385,SAMEA3558335,,,,,,,,,R,,,,,,,R,S,,
ERR1034811,S,,PRJEB10385,SAMEA3558344,S,,,,,R,S,,R,S,,,,S,S,R,R,R,
ERR1034812,S,,PRJEB10385,SAMEA3558345,S,,,,,,S,,,S,,,,S,S,,,,
ERR1034813,S,,PRJEB10385,SAMEA3558346,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034815,,,PRJEB10385,SAMEA3558348,,,,,,R,,,R,,,,,,,R,R,S,
ERR1034816,S,,PRJEB10385,SAMEA3558349,S,,,,,,S,,,S,,,,S,S,,,,
ERR1034817,S,,PRJEB10385,SAMEA3558350,S,,,,,,R,,,S,,,,S,S,,,,
ERR1034819,,,PRJEB10385,SAMEA3558352,,,,,,S,,,R,,,,,,,S,R,R,
ERR1034820,S,,PRJEB10385,SAMEA3558353,S,,,,,,S,,,S,,,,S,S,,,,
ERR1034821,R,,PRJEB10385,SAMEA3558354,R,,,,,R,R,,R,,,,,R,,R,R,S,
ERR1034822,S,,PRJEB10385,SAMEA3558355,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034825,S,,PRJEB10385,SAMEA3558358,S,,,,,,R,,,R,,,,R,S,,,,
ERR1034826,S,,PRJEB10385,SAMEA3558359,S,,,,,R,R,,R,,,,,S,,R,R,R,
ERR1034828,S,,PRJEB10385,SAMEA3558361,S,,,,,,R,,,S,,,,S,S,,,,
ERR1034829,S,,PRJEB10385,SAMEA3558362,S,,,,,,R,,,,,,,R,,,,,
ERR1034830,S,,PRJEB10385,SAMEA3558363,S,,,,,R,R,,R,,,,,S,,S,S,R,
ERR1034832,S,,PRJEB10385,SAMEA3558365,S,,,,,R,S,,R,,,,,S,,R,R,R,
ERR1034833,S,,PRJEB10385,SAMEA3558366,S,,,,,,S,,,,,,,S,,,,,
ERR1034834,S,,PRJEB10385,SAMEA3558367,S,,,,,,S,,,S,,,,S,R,,,,
ERR1034835,R,,PRJEB10385,SAMEA3558368,R,,,,,,R,,,R,,,,S,S,,,,
ERR1034836,S,,PRJEB10385,SAMEA3558369,S,,,,,,R,,,S,,,,S,S,,,,
ERR1034837,S,,PRJEB10385,SAMEA3558370,S,,,,,,R,,,R,,,,R,R,,,,
ERR1034838,S,,PRJEB10385,SAMEA3558371,S,,,,,S,R,,R,,,,,S,,S,R,R,
ERR1034839,,,PRJEB10385,SAMEA3558372,,,,,,S,,,R,R,,,,,,R,R,R,
ERR1034841,S,,PRJEB10385,SAMEA3558374,S,,,,,S,R,,R,S,,,,S,,S,R,R,
ERR1034842,S,,PRJEB10385,SAMEA3558375,S,,,,,R,S,,R,,,,,S,,R,R,R,
ERR1034843,S,,PRJEB10385,SAMEA3558376,S,,,,,,S,,,,,,,S,,,,,
ERR1034844,R,,PRJEB10385,SAMEA3558377,R,,,,,,R,,,,,,,S,,,,,
ERR1034846,S,,PRJEB10385,SAMEA3558379,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034848,S,,PRJEB10385,SAMEA3558381,S,,,,,S,S,,R,S,,,,S,S,S,R,R,
ERR1034850,S,,PRJEB10385,SAMEA3558383,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034851,S,,PRJEB10385,SAMEA3558384,S,,,,,S,R,,R,S,,,,S,S,,S,R,
ERR1034852,S,,PRJEB10385,SAMEA3558385,R,,,,,R,R,,R,R,,,,R,R,R,R,R,
ERR1034854,S,,PRJEB10385,SAMEA3558387,S,,,,,,R,,,S,,,,S,S,,,,
ERR1034855,R,,PRJEB10385,SAMEA3558388,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034856,S,,PRJEB10385,SAMEA3558389,S,,,,,S,R,,R,S,,,,S,S,S,R,S,
ERR1034857,S,,PRJEB10385,SAMEA3558390,S,,,,,,R,,,S,,,,S,S,R,,,
ERR1034858,S,,PRJEB10385,SAMEA3558391,S,,,,,,R,,R,S,,,,S,S,,R,R,
ERR1034859,S,,PRJEB10385,SAMEA3558392,S,,,,,,R,,R,R,,,,R,R,,R,R,
ERR1034860,S,,PRJEB10385,SAMEA3558393,S,,,,,,R,,,S,,,,S,S,,,,
ERR1034861,R,,PRJEB10385,SAMEA3558394,S,,,,,,S,,R,R,,,,R,S,R,R,R,
ERR1034863,S,,PRJEB10385,SAMEA3558396,S,,,,,,S,,,S,,,,S,S,,,,
ERR1034864,S,,PRJEB10385,SAMEA3558397,S,,,,,S,S,,R,S,,,,S,S,S,S,R,
ERR1034865,S,,PRJEB10385,SAMEA3558398,S,,,,,S,S,,R,S,,,,S,S,S,R,R,
ERR1034867,S,,PRJEB10385,SAMEA3558400,S,,,,,S,R,,R,R,,,,R,S,,R,R,
ERR1034868,S,,PRJEB10385,SAMEA3558401,R,,,,,R,R,,R,R,,,,R,S,R,R,R,
ERR1034869,,,PRJEB10385,SAMEA3558402,,,,,,S,R,,R,,,,,,S,S,R,R,
ERR1034870,S,,PRJEB10385,SAMEA3558403,S,,,,,,R,,,R,,,,R,R,,,,
ERR1034871,S,,PRJEB10385,SAMEA3558404,R,,,,,R,R,,R,R,,,,R,,R,R,R,
ERR1034872,S,,PRJEB10385,SAMEA3558405,S,,,,,,R,,,S,,,,R,,,,,
ERR1034873,R,,PRJEB10385,SAMEA3558406,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034874,R,,PRJEB10385,SAMEA3558407,R,,,,,S,R,,R,R,,,,S,S,R,R,R,
ERR1034875,S,,PRJEB10385,SAMEA3558408,S,,,,,S,S,,S,S,,,,S,S,S,R,S,
ERR1034877,,,PRJEB10385,SAMEA3558410,,,,,,S,,,,,,,,,,,,R,
ERR1034878,S,,PRJEB10385,SAMEA3558411,R,,,,,,R,,,S,,,,R,R,,,,
ERR1034879,R,,PRJEB10385,SAMEA3558412,R,,,,,,R,,,S,,,,S,R,,,,
ERR1034880,S,,PRJEB10385,SAMEA3558413,S,,,,,S,S,,R,S,,,,S,S,R,R,R,
ERR1034881,S,,PRJEB10385,SAMEA3558414,S,,,,,,R,,,S,,,,S,S,,,,
ERR1034882,S,,PRJEB10385,SAMEA3558415,S,,,,,S,R,,R,,,,,S,,R,R,R,
ERR1034883,S,,PRJEB10385,SAMEA3558416,S,,,,,S,R,,R,S,,,,S,S,R,R,R,
ERR1034885,S,,PRJEB10385,SAMEA3558418,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034886,R,,PRJEB10385,SAMEA3558419,R,,,,,,R,,,R,,,,R,S,,,,
ERR1034887,S,,PRJEB10385,SAMEA3558420,S,,,,,R,S,,R,S,,,,S,S,R,R,R,
ERR1034888,S,,PRJEB10385,SAMEA3558421,S,,,,,,R,,,R,,,,R,S,,,,
ERR1034889,S,,PRJEB10385,SAMEA3558422,R,,,,,S,R,,R,S,,,,R,S,S,R,R,
ERR1034890,S,,PRJEB10385,SAMEA3558423,S,,,,,S,R,,R,S,,,,S,S,S,R,R,
ERR1034891,S,,PRJEB10385,SAMEA3558424,S,,,,,S,R,,R,,,,,S,,S,S,R,
